defined_class	defined_class_label	developmental_process	stage	developmental_process_label	stage_label
http://purl.obolibrary.org/obo/FBcv_0000450	developmental rate defective	http://purl.obolibrary.org/obo/GO_0032502	http://purl.obolibrary.org/obo/FBdv_00007026	mature adult stage	developmental process
