defined_class	defined_class_label	entity	entity2	entity2_label	entity_label	quality	quality_label
http://purl.obolibrary.org/obo/FBcv_0000450	developmental rate defective	http://purl.obolibrary.org/obo/GO_0032502	http://purl.obolibrary.org/obo/FBdv_00007026			http://purl.obolibrary.org/obo/PATO_0000161	
