defined_class	defined_class_label	entity	entity_label	quality	quality_label
http://purl.obolibrary.org/obo/FBcv_0000399	courtship behavior defective	http://purl.obolibrary.org/obo/GO_0007619		http://purl.obolibrary.org/obo/PATO_0000001
http://purl.obolibrary.org/obo/FBcv_0000400	mating defective	http://purl.obolibrary.org/obo/GO_0007618		http://purl.obolibrary.org/obo/PATO_0000001
http://purl.obolibrary.org/obo/FBcv_0000721	mating behavior defective	http://purl.obolibrary.org/obo/GO_0007617		http://purl.obolibrary.org/obo/PATO_0000001	
