?cls	?xref
<http://purl.obolibrary.org/obo/ENVO_01001191>	"SWEETRealm:SurfaceWater"
<http://purl.obolibrary.org/obo/ENVO_01001191>	"EcoLexicon:surface_water"
<http://purl.obolibrary.org/obo/ENVO_01001191>	"https://en.wikipedia.org/wiki/Surface_water"
<http://purl.obolibrary.org/obo/FBbt_00003559>	"UBERON:6003559"
<http://purl.obolibrary.org/obo/FBbt_00003559>	"VFB:FBbt_00003559"
<http://purl.obolibrary.org/obo/FBbt_00005393>	"UBERON:6005393"
<http://purl.obolibrary.org/obo/CL_0001063>	"https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C12922"
<http://purl.obolibrary.org/obo/FBbt_00003006>	"UBERON:6003006"
<http://purl.obolibrary.org/obo/FBbt_00051067>	"VFB:FBbt_00051067"
<http://purl.obolibrary.org/obo/FBbt_00000154>	"UBERON:6000154"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"EcoLexicon:sand"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"SWEETRealm:Sand"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"LTER:484"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"https://en.wikipedia.org/wiki/Sand"
<http://purl.obolibrary.org/obo/FBbt_00001727>	"UBERON:0002548"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"TGN:21444"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"FTT:1010"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"Geonames:T.RKS"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"FTT:145"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"Geonames:T.RK"
<http://purl.obolibrary.org/obo/FBbt_00005806>	"VFB:FBbt_00005806"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"SWEETRealm:Soil"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"SPIRE:Soil"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"https://en.wikipedia.org/wiki/Soil"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"LTER:535"
<http://purl.obolibrary.org/obo/ENVO_03400004>	<http://sweetontology.net/phenAtmoPrecipitation/HeavySnowfall>
<http://purl.obolibrary.org/obo/FBbt_00007050>	"VFB:FBbt_00007050"
<http://purl.obolibrary.org/obo/FBbt_00000186>	"UBERON:6000186"
<http://purl.obolibrary.org/obo/FBbt_00004979>	"UBERON:6004979"
<http://purl.obolibrary.org/obo/FBbt_00001734>	"UBERON:6001734"
<http://purl.obolibrary.org/obo/GO_0031099>	"Wikipedia:Regeneration_(biology)"
<http://purl.obolibrary.org/obo/FBdv_00005338>	"UBERON:8000001"
<http://purl.obolibrary.org/obo/FBbt_00000007>	"UBERON:6000007"
<http://purl.obolibrary.org/obo/ENVO_01001619>	"http://sweetontology.net/phenCryo/Accumulation"
<http://purl.obolibrary.org/obo/CHEBI_138675>	"Wikipedia:https://en.wikipedia.org/wiki/Gas"
<http://purl.obolibrary.org/obo/FBbt_00047889>	"VFB:FBbt_00047889"
<http://purl.obolibrary.org/obo/CHEBI_51143>	"KEGG:C06061"
<http://purl.obolibrary.org/obo/ENVO_01000155>	"EcoLexicon:organic_material"
<http://purl.obolibrary.org/obo/GO_0009888>	"Wikipedia:Histogenesis"
<http://purl.obolibrary.org/obo/PATO_0002000>	"OBO_REL:lacks_part"
<http://purl.obolibrary.org/obo/FBbt_00004208>	"UBERON:0002050"
<http://purl.obolibrary.org/obo/CHEBI_30217>	"WebElements:He"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"EcoLexicon:landforms"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"FTT:96"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"TGN:21401"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"SWEETRealm:Landform"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"EcoLexicon:landform"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"TGN:21400"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"FTT:754"
<http://purl.obolibrary.org/obo/FBbt_00110636>	"VFB:FBbt_00110636"
<http://purl.obolibrary.org/obo/FBbt_00110636>	"UBERON:6110636"
<http://purl.obolibrary.org/obo/CL_0001061>	"https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C12913"
<http://purl.obolibrary.org/obo/FBbt_00005304>	"FBdv:00005304"
<http://purl.obolibrary.org/obo/GO_0048513>	"Wikipedia:Organogenesis"
<http://purl.obolibrary.org/obo/FBbt_00005427>	"UBERON:6005427"
<http://purl.obolibrary.org/obo/FBbt_00007278>	"UBERON:0015203"
<http://purl.obolibrary.org/obo/GO_0044238>	"Wikipedia:Primary_metabolite"
<http://purl.obolibrary.org/obo/PATO_0001018>	"Wikipedia:Physical_property"
<http://purl.obolibrary.org/obo/FBbt_00005137>	"VFB:FBbt_00005137"
<http://purl.obolibrary.org/obo/FBbt_00001912>	"VFB:FBbt_00001912"
<http://purl.obolibrary.org/obo/ENVO_03000143>	<http://sweetontology.net/realm/Cryosphere>
<http://purl.obolibrary.org/obo/FBbt_00001957>	"VFB:FBbt_00001957"
<http://purl.obolibrary.org/obo/FBbt_00001957>	"larvalbrain_neuropil:515"
<http://purl.obolibrary.org/obo/FBbt_00001957>	"larvalbrain_neuropil:337"
<http://purl.obolibrary.org/obo/ENVO_01000256>	"LTER:341"
<http://purl.obolibrary.org/obo/FBbt_00005333>	"UBERON:0000323"
<http://purl.obolibrary.org/obo/FBbt_00005333>	"FBdv:00005333"
<http://purl.obolibrary.org/obo/CHEBI_33839>	"Wikipedia:Macromolecule"
<http://purl.obolibrary.org/obo/ENVO_01000752>	"NLCD:31"
<http://purl.obolibrary.org/obo/ENVO_01000016>	"SWEETRealm:Silt"
<http://purl.obolibrary.org/obo/ENVO_01000016>	"EcoLexicon:silt"
<http://purl.obolibrary.org/obo/ENVO_01000016>	"https://en.wikipedia.org/wiki/Silt"
<http://purl.obolibrary.org/obo/FBbt_00000137>	"UBERON:6000137"
<http://purl.obolibrary.org/obo/FBbt_00001930>	"VFB:FBbt_00001930"
<http://purl.obolibrary.org/obo/FBbt_00001930>	"larvalbrain_neuropil:391"
<http://purl.obolibrary.org/obo/FBbt_00001930>	"larvalbrain_neuropil:569"
<http://purl.obolibrary.org/obo/FBbt_00007242>	"UBERON:6007242"
<http://purl.obolibrary.org/obo/FBbt_00001728>	"UBERON:6001728"
<http://purl.obolibrary.org/obo/FBbt_00000110>	"UBERON:0000923"
<http://purl.obolibrary.org/obo/FBbt_00007277>	"UBERON:0000477"
<http://purl.obolibrary.org/obo/FBbt_00051070>	"VFB:FBbt_00051070"
